name,Size,Room,Fee,Endprice,KvMPrice,Saledate,City,District,TypeOfProperty
Gunnilbogatan 30B,59,4,3314,1150000,219360,2019-1-30,Västerås kommun,Norra Malmaberg,Bostadsrättslägenhet
Haga parkgata 11B,36,1,2440,700000,219444,2019-1-30,Västerås kommun,Haga,Bostadsrättslägenhet
Spaktorpsvägen  7,74,3,,1150000,,2019-1-30,Västerås kommun,Skultuna,Friliggande villa
Domkyrkoesplanaden 6B,59,1,3720,1655000,228003,2019-1-30,Västerås kommun,Centrum,Bostadsrättslägenhet
Norra skjutbanegatan 16c,59,9,3307,1220000,220367,2019-1-29,Västerås kommun,Haga,Bostadsrättslägenhet
Tessingatan 5A,65,2,3477,2100000,232209,2019-1-28,Västerås kommun,City,Bostadsrättslägenhet
Källhagsgatan 1C,42,2,2954,830000,219762,2019-1-28,Västerås kommun,Haga,Bostadsrättslägenhet
Bondebacken 14 B,18,6,1289,900000,248387,2019-1-28,Västerås kommun,Oxbacken,Bostadsrättslägenhet
Kasselgatan  19,121,5,,4340000,,2019-1-27,Västerås kommun,Lillhamra,Par/Rad/Kedjehus
Sjömärkesgatan 2A,113,4,5921,4500000,239823,2019-1-27,Västerås kommun,Lillåudden,Bostadsrättslägenhet
Vegagatan 2D,53,5,3784,1025000,219159,2019-1-27,Västerås kommun,Vega,Bostadsrättslägenhet
Stentorpsgatan 28 B,59,5,3691,995000,216723,2019-1-26,Västerås kommun,Malmaberg/ Stentorpet,Bostadsrättslägenhet
Lövhagsgatan 35,84,3,5509,760000,29048,2019-1-26,Västerås kommun,Råby,Bostadsrättslägenhet
Norra ringvägen 27 A,28,5,1889,925000,232456,2019-1-25,Västerås kommun,Gåsmyrevreten/Centralt,Bostadsrättslägenhet
Syrenvägen 73,70,3,3660,1600000,222857,2019-1-25,Västerås kommun,Norra  Gryta,Bostadsrättslägenhet
Regndroppsgatan  10,152,6,,3410000,,2019-1-25,Västerås kommun,Talltorp,Par/Rad/Kedjehus
Skyttegatan 3A,74,3,4858,1280000,217297,2019-1-25,Västerås kommun,Haga,Bostadsrättslägenhet
Förvaltargatan  8,146,6,,3100000,,2019-1-25,Västerås kommun,Hammarby,Par/Rad/Kedjehus
Lokförargatan  54,109,4,,2150000,,2019-1-25,Västerås kommun,Tillberga,Friliggande villa
Spinnakergatan 1,57,2,2898,1895000,233246,2019-1-24,Västerås kommun,Öster Mälarstrand,Bostadsrättslägenhet
Ragnaröksgatan 4,144,5,,4600000,,2019-1-24,Västerås kommun,Irsta,Friliggande villa
Polstjärnegatan 39,80,8,3825,1080000,213366,2019-1-24,Västerås kommun,Polstjärnegatan 39,Bostadsrättslägenhet
Gnejsvägen  14,50,3,,1450000,,2019-1-24,Västerås kommun,Munga,Friliggande villa
Stafflivägen 12,125,6,,3060000,,2019-1-24,Västerås kommun,ERIKSLUND,Par/Rad/Kedjehus
Gunnilbogatan 30D,59,4,3390,925000,215572,2019-1-23,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Norra Skjutbanegatan 27C,57,2,3010,995000,217395,2019-1-23,Västerås kommun,Haga,Bostadsrättslägenhet
Smältverksgatan 92,61,2,3811,895000,214672,2019-1-23,Västerås kommun,Bäckby,Bostadsrättslägenhet
Källhagsgatan 6B,36,1,2620,850000,223611,2019-1-23,Västerås kommun,Haga,Bostadsrättslägenhet
Adolf Zethelius Gata 5,76,3,4080,895000,211776,2019-1-23,Västerås kommun,Bäckby,Bostadsrättslägenhet
Skjutbanegatan 3C,31,5,2397,650000,220635,2019-1-23,Västerås kommun,Haga,Bostadsrättslägenhet
Norra Skjutbanegatan 21b,79,7,4080,1250000,215684,2019-1-23,Västerås kommun,Haga,Bostadsrättslägenhet
Marielund 4,125,4,,2720000,,2019-1-23,Västerås kommun,Rytterne - Marielund,Friliggande villa
Bofinksvägen 14,84,3,5509,670000,27976,2019-1-23,Västerås kommun,Råby,Bostadsrättslägenhet
Odensvigatan 7,62,5,3800,830000,213280,2019-1-22,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Emausgatan 27A,83,4,4563,1640000,219759,2019-1-22,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Benvägen 32,88,5,4737,1225000,213842,2019-1-22,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Kumlagatan 3,79,5,4357,1410000,217736,2019-1-22,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Klyvargatan 2,57,2,3371,2150000,237719,2019-1-21,Västerås kommun,Öster Mälarstrand,Bostadsrättslägenhet
Benvägen 16,72,5,3700,1100000,215172,2019-1-21,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Patentgatan 5,76,3,4168,2300000,230263,2019-1-20,Västerås kommun,Tegnerlunden,Bostadsrättslägenhet
"Benvägen 14, nb",86,5,4266,925000,210694,2019-1-20,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Lövhagsgatan 7,84,3,5674,750000,28929,2019-1-18,Västerås kommun,Råby,Bostadsrättslägenhet
Vegagatan 7A,36,1,2947,950000,226389,2019-1-18,Västerås kommun,Vega,Bostadsrättslägenhet
Sevallagatan 5C,74,3,3596,1400000,218919,2019-1-18,Västerås kommun,Skiljebo,Bostadsrättslägenhet
Vallbygränd 20,115,4,,2495000,,2019-1-18,Västerås kommun,Vallby,Par/Rad/Kedjehus
Verkmästargatan 11,124,6,,2880000,,2019-1-18,Västerås kommun,Hammarby,Par/Rad/Kedjehus
Axel oxenstiernas gata 42,72,3,3900,795000,211042,2019-1-18,Västerås kommun,Bäckby,Bostadsrättslägenhet
Tunbyvägen 42 B,50,2,3874,1115000,222300,2019-1-17,Västerås kommun,Vega,Bostadsrättslägenhet
Flisavägen 25,87,4,4509,1150000,213218,2019-1-17,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Narvavägen 79,80,3,5364,1200000,215000,2019-1-16,Västerås kommun,Hammarby,Bostadsrättslägenhet
Bofinksvägen 37,45,5,2820,570000,212527,2019-1-16,Västerås kommun,Råby,Bostadsrättslägenhet
Åkarhagsgatan 2 B,39,1,2457,892000,222872,2019-1-16,Västerås kommun,Haga,Bostadsrättslägenhet
Stora gatan 1A,98,4,5404,3250000,233163,2019-1-16,Västerås kommun,Östermalm,Bostadsrättslägenhet
Mesangatan 2,101,5,4911,3395000,233448,2019-1-16,Västerås kommun,Öster Mälarstrand,Bostadsrättslägenhet
Ullvigatan  21,100,5,,3175000,,2019-1-16,Västerås kommun,Irsta,Friliggande villa
Langenbergsgatan 2B,63,5,3632,1710000,226929,2019-1-16,Västerås kommun,Blåsbo,Bostadsrättslägenhet
Rekylgatan 2,65,3,4226,950000,214615,2019-1-15,Västerås kommun,Haga,Bostadsrättslägenhet
Ringduvegatan 77,87,3,4422,950000,210920,2019-1-15,Västerås kommun,Råby,Bostadsrättslägenhet
Patentgatan 3,46,2,2511,1695000,236848,2019-1-15,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Fåfänganvägen 21,129,5,,3827000,,2019-1-14,Västerås kommun,Gäddeholm,Par/Rad/Kedjehus
Narvavägen 61,21,1,1680,585000,227857,2019-1-14,Västerås kommun,Krumeluren,Bostadsrättslägenhet
Tunby Gårdsväg  13,143,5,,4300000,,2019-1-14,Västerås kommun,Tunby Gård,Friliggande villa
Floragatan 15A,111,2,5338,2820000,225405,2019-1-14,Västerås kommun,Vasastaden,Bostadsrättslägenhet
Sankta Ursulas väg 2AB,70,2,3238,2305000,232929,2019-1-14,Västerås kommun,Blåsbo,Bostadsrättslägenhet
Sigfrid Edströms gata 162,146,6,,2670000,,2019-1-14,Västerås kommun,Hammarby,Par/Rad/Kedjehus
Rudbecksgatan 1,93,3,6049,2050000,222043,2019-1-13,Västerås kommun,Centrum,Bostadsrättslägenhet
Pila-Brittas gata 4,96,4,4693,4000000,241667,2019-1-13,Västerås kommun,Centralt,Bostadsrättslägenhet
Flöjtvägen  8,82,3,,1870000,,2019-1-12,Västerås kommun,Lycksta,Friliggande villa
Klockargatan 16C,80,6,5046,1395000,217308,2019-1-12,Västerås kommun,Klockartorpet,Bostadsrättslägenhet
Nyckelövägen 100,153,6,,3900000,,2019-1-11,Västerås kommun,Kvicksund,Friliggande villa
Spantgatan 13A,35,5,2526,745000,220986,2019-1-11,Västerås kommun,Stohagen,Bostadsrättslägenhet
Haga parkgata 11B,50,2,3089,1055000,221100,2019-1-11,Västerås kommun,Haga,Bostadsrättslägenhet
Stångjärnsgatan  181,125,4,,2325000,,2019-1-11,Västerås kommun,Bäckby,Friliggande villa
Vegagatan 4B,43,2,3129,1175000,227326,2019-1-11,Västerås kommun,Vega,Bostadsrättslägenhet
Bomansgatan 16C,38,1,3577,790000,220789,2019-1-11,Västerås kommun,Kristiansborg,Bostadsrättslägenhet
Kaserngatan 29,98,5,5032,2150000,221827,2019-1-11,Västerås kommun,Viksäng,Bostadsrättslägenhet
Norra skjutbanegatan 19A,68,6,3658,1300000,218950,2019-1-11,Västerås kommun,Norra Haga,Bostadsrättslägenhet
Rekylgatan 35,92,5,5855,1650000,217838,2019-1-11,Västerås kommun,Haga,Bostadsrättslägenhet
Stentorpsgatan 20B,41,5,2586,800000,219277,2019-1-10,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Diskusgatan 153,135,5,,2600000,,2019-1-10,Västerås kommun,Rönnby,Par/Rad/Kedjehus
Skjutbanegatan 17C,68,6,3952,1160000,216910,2019-1-10,Västerås kommun,Norra Haga,Bostadsrättslägenhet
Brahegatan 8A,34,5,2219,1120000,232464,2019-1-9,Västerås kommun,Herrgärdet,Bostadsrättslägenhet
Stentorpsgatan 24B,26,1,1795,655000,225192,2019-1-9,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Malmabergsgatan 79E,56,5,3401,950000,216814,2019-1-9,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Soldatgatan 28,65,5,2819,1615000,224656,2019-1-9,Västerås kommun,Viksäng,Bostadsrättslägenhet
Verksgatan 12A,41,1,2558,1640000,240000,2019-1-9,Västerås kommun,Lillåudden,Bostadsrättslägenhet
Syrenvägen 60,105,4,5321,1685000,216048,2019-1-7,Västerås kommun,Gryta,Bostadsrättslägenhet
Härnevigatan 5C,38,1,1820,795000,220921,2019-1-6,Västerås kommun,Skiljebo,Bostadsrättslägenhet
SOLBACKEN (Förlunda 5),235,7,,2900000,,2019-1-6,Västerås kommun,Skultuna,Villa
Patentgatan 11,53,2,2894,1800000,233962,2019-1-5,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Norra Floragatan 23A,68,3,4050,2095000,230809,2019-1-4,Västerås kommun,Norra Floragatan 23A,Bostadsrättslägenhet
Blåsenbergsvägen 19,130,6,,3250000,,2019-1-3,Västerås kommun,Kvicksund,Villa
Adolf zethelius gata 1,65,2,3340,700000,210769,2018-11-28,Västerås kommun,Bäckby,Bostadsrättslägenhet
Färnebogatan 2 A,87,5,4065,1495000,217086,2018-11-26,Västerås kommun,Skiljebo,Bostadsrättslägenhet
Oxbacksgatan 7,49,2,3248,1290000,226327,2018-11-23,Västerås kommun,Västermalm,Bostadsrättslägenhet
Bakformsvägen 52,66,3,3988,1500000,222727,2018-11-22,Västerås kommun,Skälby,Bostadsrättslägenhet
Skogsduvevägen 5,68,3,4866,1050000,215441,2018-11-22,Västerås kommun,Råby/Skogsduvan,Bostadsrättslägenhet
Törnrosgatan 5,120,5,,3310000,,2018-11-21,Västerås kommun,Nordanby,Villa
Förmansgatan 7,84,4,,2250000,,2018-11-21,Västerås kommun,Hammarby,Villa
Jakobsbergsgatan 13F,62,5,3614,1400000,222400,2018-11-21,Västerås kommun,Oxbacken/Djäkneberget,Bostadsrättslägenhet
Dragverksgatan 9,76,5,4375,863000,211281,2018-11-21,Västerås kommun,Bäckby,Bostadsrättslägenhet
Litslunda 17,150,5,,3200000,,2018-11-21,Västerås kommun,Litslunda 17,Villa
Tallriksgatan 9,178,8,,4750000,,2018-11-21,Västerås kommun,Skälby,Villa
Gunnilbogatan 26 A,93,7,4877,1535000,216382,2018-11-21,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Stentorpsgatan 21,58,5,3525,1070000,218291,2018-11-21,Västerås kommun,Stentorpet,Bostadsrättslägenhet
Skultunavägen 16 A,31,7,2078,780000,224606,2018-11-21,Västerås kommun,Blåsbo,Bostadsrättslägenhet
Bomansgatan 22C,49,5,3072,1250000,225253,2018-11-21,Västerås kommun,Kristiansborg,Bostadsrättslägenhet
Stora Gatan 2G,85,5,4952,2300000,226901,2018-11-21,Västerås kommun,Östermalm,Bostadsrättslägenhet
Solvagnsgatan 5,91,4,,3100000,,2018-11-20,Västerås kommun,Brandthovda,Villa
Dragverksgatan 39,76,5,4375,905000,211830,2018-11-20,Västerås kommun,Bäckby,Bostadsrättslägenhet
Knotavägen 18,67,3,5076,630000,29403,2018-11-20,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Katrinelundsvägen 20,57,5,2470,1780000,230957,2018-11-20,Västerås kommun,Karlsdal,Bostadsrättslägenhet
Stentorpsgatan 23A,56,5,3441,950000,216814,2018-11-20,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Engelbrektsgatan 11A,88,9,4817,2000000,222497,2018-11-20,Västerås kommun,Centralt,Bostadsrättslägenhet
Benvägen 60,98,5,5299,1200000,212183,2018-11-19,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Skogsvägen 23,119,3,5105,2000000,216764,2018-11-19,Västerås kommun,Aroslund / Blåsbo,Bostadsrättslägenhet
Södra Ringvägen 2c,76,3,4547,2400000,231579,2018-11-19,Västerås kommun,Östermalm,Bostadsrättslägenhet
Malmabergsgatan 31D,55,2,2865,1495000,227182,2018-11-19,Västerås kommun,Sandgärdet,Bostadsrättslägenhet
Jakobsgatan 44B,60,2,3828,800000,213333,2018-11-18,Västerås kommun,Pettersberg,Bostadsrättslägenhet
Narvavägen 51,53,5,3470,950000,217757,2018-11-18,Västerås kommun,Hammarby,Bostadsrättslägenhet
Narvavägen 51,71,3,4401,1275000,217958,2018-11-18,Västerås kommun,Hammarby,Bostadsrättslägenhet
Gotö Långgata 8,136,5,,4215000,,2018-11-17,Västerås kommun,Barkarö,Par/Rad/Kedjehus
Sankta Ursulas Väg 2aa,140,3,6400,3175000,222679,2018-11-17,Västerås kommun,Västerås - Blåsbo,Bostadsrättslägenhet
Smältverksgatan 24,76,5,4375,770000,210065,2018-11-17,Västerås kommun,Bäckby,Bostadsrättslägenhet
Dalslandsvägen 4,183,8,,3700000,,2018-11-17,Västerås kommun,Önsta Gryta,Friliggande villa
Utanbygatan 6D,84,4,3553,2740000,232619,2018-11-17,Västerås kommun,Centrum,Bostadsrättslägenhet
Mesangatan 2,116,5,5519,3100000,226609,2018-11-16,Västerås kommun,Öster Mälarstrand,Bostadsrättslägenhet
Bessemergatan 113,146,5,,2960000,,2018-11-16,Västerås kommun,Bäckby,Villa
Västermalmsgatan 7,57,2,3694,1625000,228509,2018-11-15,Västerås kommun,Centrum/Vasastaden,Bostadsrättslägenhet
Kaserngatan 83,80,3,3326,1930000,224125,2018-11-14,Västerås kommun,Viksäng,Bostadsrättslägenhet
Runebergsgatan 2E,71,2,3694,1975000,227817,2018-11-14,Västerås kommun,Korsängsgärdet,Bostadsrättslägenhet
Patentgatan 3,46,2,2511,1650000,235870,2018-11-14,Västerås kommun,Tegnerlunden,Bostadsrättslägenhet
Norrskensgatan 1,140,5,,4150000,,2018-11-14,Västerås kommun,Talltorp,Friliggande villa
Åsgatan 2B,75,3,2800,2350000,231333,2018-11-14,Västerås kommun,Jakobsberg,Bostadsrättslägenhet
Kungsfågelgatan 25,51,9,3044,670000,212909,2018-11-13,Västerås kommun,Råby,Bostadsrättslägenhet
Kolmsta 11,35,2,,700000,,2018-11-13,Västerås kommun,Kolmsta,Fritidshus
Aspvretsgatan 1b,58,2,4062,1200000,220690,2018-11-12,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Släggkastargatan 11,77,8,4072,1085000,213946,2018-11-12,Västerås kommun,Rönnby,Bostadsrättslägenhet
Öster Mälarstrands Allé 112,74,3,3762,2850000,238514,2018-11-12,Västerås kommun,Öster Mälarstrand,Bostadsrättslägenhet
Välljärnsgatan 490,114,5,5927,1230000,210742,2018-11-12,Västerås kommun,Bäckby,Bostadsrättslägenhet
Solhemsgatan 7B,122,6,5901,2700000,,2018-11-12,Västerås kommun,Hemdal,Bostadsrätt
Bangatan 47B,74,5,3358,1150000,215436,2018-11-11,Västerås kommun,Nordanby/Gideonsberg,Bostadsrättslägenhet
Stentorpsgatan 17 C,41,5,2595,800000,219277,2018-11-11,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Förvaltargatan 13,146,4,,3050000,,2018-11-11,Västerås kommun,Hammarby,Villa
Skjutbanegatan 8C,56,2,2847,1160000,220641,2018-11-11,Västerås kommun,Haga,Bostadsrättslägenhet
Skjutbanegatan 5A,56,1,3657,875000,215597,2018-11-11,Västerås kommun,Norra Haga,Bostadsrättslägenhet
Skjutbanegatan 15B,80,3,4450,1485000,218493,2018-11-11,Västerås kommun,Norra Haga,Bostadsrättslägenhet
Koordinatvägen 22,115,5,4990,2425000,221087,2018-11-11,Västerås kommun,Skälby,Bostadsrättslägenhet
Längdhoppargatan 11,119,5,,3400000,,2018-11-11,Västerås kommun,Rönnby,Villa
Barkarö Bygata 201,136,5,,2995000,,2018-11-10,Västerås kommun,Barkarö,Friliggande villa
Stenmursvägen 8 B,120,3,5846,2450000,,2018-11-10,Västerås kommun,Gäddeholm,Par/Rad/Kedjehus
Biskopsgatan 8B,60,2,3275,1675000,227917,2018-11-10,Västerås kommun,Centralt,Bostadsrättslägenhet
Genuagatan 6,40,2,3056,1620000,240500,2018-11-9,Västerås kommun,Öster Mälarstrand,Bostadsrättslägenhet
Romfartuna prästgård 1,318,9,,5425000,,2018-11-9,Västerås kommun,Romfartuna,Villa
Bomansgatan 20B,38,1,3682,850000,222368,2018-11-9,Västerås kommun,Centrum,Bostadsrättslägenhet
Stentorpsgatan 21,59,2,3558,995000,216864,2018-11-9,Västerås kommun,Malmaberg/Stentorpet,Bostadsrättslägenhet
Klockargatan 4 C,78,4,3897,1750000,222321,2018-11-9,Västerås kommun,Klockartorp,Bostadsrättslägenhet
Lillhamragatan 19,146,6,,5200000,,2018-11-9,Västerås kommun,LILLHAMRA,Villa
Stora gatan 73A,88,3,4030,2750000,231250,2018-11-7,Västerås kommun,Vasastaden,Bostadsrättslägenhet
Regementsgatan 34,80,2,3290,1930000,224065,2018-11-7,Västerås kommun,Viksäng,Bostadsrättslägenhet
Bandverksgatan 98,111,4,5318,1900000,217117,2018-11-7,Västerås kommun,Bäckby,Bostadsrättslägenhet
Stentorpsgatan 24B,26,1,1815,695000,226731,2018-11-7,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Kungsfågelgatan 77,81,9,5134,850000,210379,2018-11-7,Västerås kommun,Råby,Bostadsrättslägenhet
Klockargatan 8C,65,9,3330,1150000,217451,2018-11-7,Västerås kommun,Klockartorpet,Bostadsrättslägenhet
Benvägen 32,88,5,4819,965000,210904,2018-11-6,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Bomansgatan 16B,38,1,3682,950000,225000,2018-11-6,Västerås kommun,Kristiansborg,Bostadsrättslägenhet
Norra Ringvägen 20D,56,8,3452,1750000,230810,2018-11-6,Västerås kommun,City,Bostadsrättslägenhet
Stora gatan 1B,54,2,3602,1895000,235093,2018-11-6,Västerås kommun,Stora gatan 1B,Bostadsrättslägenhet
Lupinvägen 31,135,5,,2700000,,2018-11-6,Västerås kommun,Önsta-Gryta,Par/Rad/Kedjehus
Lövhagsgatan 67,84,3,5508,620000,27381,2018-11-6,Västerås kommun,Råby,Bostadsrättslägenhet
Svanågatan 17,150,6,,3695000,,2018-11-5,Västerås kommun,Nordanby,Villa
Bondegatan 9,73,3,3622,2200000,230137,2018-11-5,Västerås kommun,Centrala Västerås,Bostadsrättslägenhet
Färnebogatan 14A,38,1,2019,840000,222105,2018-11-5,Västerås kommun,Skiljebo,Bostadsrättslägenhet
Diskusgatan  124,135,5,,2450000,,2018-11-5,Västerås kommun,Rönnby,Par/Rad/Kedjehus
Spantgatan 3D,42,2,3372,835000,219881,2018-11-5,Västerås kommun,Stohagen,Bostadsrättslägenhet
Råbocksvägen 13,132,5,,2450000,,2018-11-5,Västerås kommun,Gryta,Par/Rad/Kedjehus
Skjutbanegatan 11B,61,8,2969,975000,215777,2018-11-4,Västerås kommun,Haga,Bostadsrättslägenhet
Patentgatan 5,50,5,2757,1720000,234059,2018-11-4,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Välljärnsgatan 486,66,5,3869,550000,28271,2018-11-4,Västerås kommun,Bäckby,Bostadsrättslägenhet
Kungsby byväg 4,121,4,,3200000,,2018-11-3,Västerås kommun,Kungsbyn/Irsta,Villa
Skjutbanegatan 9C,21,9,1799,560000,225571,2018-11-3,Västerås kommun,Haga,Bostadsrättslägenhet
Plåtverksgatan 76,118,?,,2250000,,2018-11-2,Västerås kommun,Plåtverksgatan 76,Par/Rad/Kedjehus
Laxöringsgatan 14,111,6,,5400000,,2018-11-1,Västerås kommun,HAMRE,Friliggande villa
Ringduvegatan 17,82,3,4295,915000,211159,2018-11-1,Västerås kommun,Råby,Bostadsrättslägenhet
Kaserngatan 35,78,3,3969,1500000,219231,2018-11-1,Västerås kommun,Viksäng,Bostadsrättslägenhet
Bohusvägen 43,122,5,,2320000,,2018-10-30,Västerås kommun,Gryta,Par/Rad/Kedjehus
Hagagränd 3,48,2,2980,1150000,223958,2018-10-30,Västerås kommun,Haga,Bostadsrättslägenhet
Agnegatan 10 B,75,2,2894,2650000,235239,2018-10-30,Västerås kommun,Blåsbo/Aroslund,Bostadsrättslägenhet
Patentgatan 1,46,2,2511,1570000,234130,2018-10-30,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Stentorpsgatan 24B,60,2,3684,1005000,216750,2018-10-30,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Frödings väg 5,111,3,6030,2695000,224279,2018-10-30,Västerås kommun,Korsängsgärdet,Bostadsrättslägenhet
Rikshusvägen 7,108,6,,3150000,,2018-10-30,Västerås kommun,Tillberga,Friliggande villa
Hagagränd 5,48,2,2873,1100000,222917,2018-10-30,Västerås kommun,Haga,Bostadsrättslägenhet
Knotavägen 18,67,3,5076,695000,210373,2018-10-29,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Grillugnsgatan  9,156,5,,3450000,,2018-10-29,Västerås kommun,Skälby,Villa
Västra Utanbygatan 14C,58,2,4427,1530000,226379,2018-10-29,Västerås kommun,Centralt,Bostadsrättslägenhet
Tunbyvägen 85,35,2,2457,795000,222714,2018-10-29,Västerås kommun,Vega,Bostadsrättslägenhet
Furugatan 1E,43,8,2922,880000,220091,2018-10-29,Västerås kommun,Haga,Bostadsrättslägenhet
Karlsgatan 15B,89,5,5930,1610000,217989,2018-10-29,Västerås kommun,Centrum,Bostadsrättslägenhet
Rekylgatan 14,65,3,4273,950000,214615,2018-10-28,Västerås kommun,Haga,Bostadsrättslägenhet
Bärnstensgatan 14,135,4,,2710000,,2018-10-28,Västerås kommun,Västerås,Par/Rad/Kedjehus
Agnegatan 12C,73,2,2735,2195000,229986,2018-10-28,Västerås kommun,Aroslund,Bostadsrättslägenhet
Lejongapsvägen  35,122,5,,2800000,,2018-10-28,Västerås kommun,Önsta Gryta,Par/Rad/Kedjehus
Gunnilbogatan 20C,75,6,3774,1420000,218783,2018-10-28,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Bofinksvägen 11,84,3,5509,650000,27738,2018-10-27,Västerås kommun,Råby,Bostadsrättslägenhet
Jakobsbergsgatan 14 D,43,5,2241,1200000,227586,2018-10-27,Västerås kommun,Jakobsbergsgatan 14 D,Bostadsrättslägenhet
Stentorpsgatan 19,41,5,2561,735000,217711,2018-10-27,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Irsta Gillberga 5,102,4,,3125000,,2018-10-27,Västerås kommun,Gillberga/Landet,Friliggande villa
Narvavägen 81,80,3,5364,1490000,218625,2018-10-26,Västerås kommun,Hammarby,Bostadsrättslägenhet
Andréegatan 6,112,6,,4700000,,2018-10-26,Västerås kommun,Vega,Villa
Genuagatan 4,93,4,5165,3250000,234946,2018-10-26,Västerås kommun,Öster Mälarstrand,Bostadsrättslägenhet
Solvändegatan 4C,139,7,6147,3100000,222302,2018-10-25,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Knotavägen 43,81,5,6068,850000,210429,2018-10-25,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
